ID,Name,FiscalYear,FiscalYearEnd,Revenue,USFEIN,SSN,InputAddressAL,InputAddressCity,InputAddressState,InputAddressZipCode,InputAddressCountry,NewInTY22,FinalInTY22,K1DueJune30,FromADVPF,ENableTaxSoftware,Website,ChainID,FDN_Category2,FDN_Country,FDN_Currency,FDN_EntityStructure,FDN_EntityType,FDN_GeographyType,FDN_Industry,FDN_Region,FDN_Strategy,FDN_Status
1078,Smith Investments Ltd,False,31-Dec,2028644,84-1935210,811-26-0881,3765 Walnut Ave,Tijuana,,72825,MX,Yes,Yes,Yes,Yes,Yes,https://www.smith-investments-ltd.com,478,Portfolio Company-Related,MX,MXN,Limited Company,Organization,Domestic,Healthcare,North America,US Private Debt,Pending Validation
1079,Martin Industries Pvt Ltd,False,31-Mar,850326,61-4215523,739-75-7425,8972 Washington St,Caracas,,34450,CO,No,Yes,Yes,No,No,https://www.martin-industries-pvt-ltd.com,479,Fund-Related,CO,COP,Private Company,Corporation,Domestic,Construction,South America,Global Convertibles,Pending Validation
1080,Lefevre International LLC,True,31-Dec,4726440,34-8110494,892-85-1096,3716 Center Pl,Quito,,60760,UY,No,Yes,Yes,No,Yes,https://www.lefevre-international-llc.com,480,Portfolio Company-Related,UY,UYU,LLC,Private Company,International,Software Development,South America,Global Credit,Active
1081,Rossi Holdings Pvt Ltd,True,30-Jun,4965520,13-8137979,627-24-1160,3856 Broad Dr,Montevideo,,36050,PE,Yes,Yes,Yes,No,Yes,https://www.rossi-holdings-pvt-ltd.com,481,Portfolio Company-Related,PE,PEN,Private Company,Individual,International,Software Development,South America,Global Credit,Draft
1082,Costa Enterprises SA,True,30-Sep,970606,82-3824620,635-45-3143,379 Walnut Ln,Tel Aviv,,69497,OM,No,Yes,No,No,No,https://www.costa-enterprises-sa.com,482,Fund-Related,OM,OMR,SA,Organization,Domestic,eCommerce,Middle East,European Senior Loans,Draft
1083,Harris Ventures SA,False,31-Dec,4570287,55-6274015,747-18-7363,2741 Maple Pl,Bogotá,,86922,EC,Yes,No,No,Yes,No,https://www.harris-ventures-sa.com,483,Fund-Related,EC,USD,SA,Organization,International,Construction,South America,Global Credit,Active
1084,Rossi Partners LLC,False,30-Jun,3392823,38-5465649,786-94-9869,5928 Hill Pl,Buenos Aires,,96148,EC,Yes,Yes,No,No,Yes,https://www.rossi-partners-llc.com,484,Deal-Related,EC,USD,LLC,Organization,International,Healthcare,South America,Global Convertibles,Draft
1085,Kowalski Advisors SA,True,31-Mar,968321,54-7455510,255-69-8175,3452 Walnut Blvd,Montevideo,,43514,EC,Yes,No,No,No,No,https://www.kowalski-advisors-sa.com,485,Deal-Related,EC,USD,SA,Private Company,Domestic,Construction,South America,Global Convertibles,Active
1086,Kowalski Industries SA,True,31-Dec,2057335,25-6436241,560-50-6165,7251 Broad St,São Paulo,,33182,PE,Yes,No,No,No,Yes,https://www.kowalski-industries-sa.com,486,Portfolio Company-Related,PE,PEN,SA,Private Company,International,Software Development,South America,European Senior Loans,Draft
1087,Garcia Enterprises LLC,True,30-Jun,3174340,26-1737347,496-94-9839,9932 Highland Pl,Lisbon,,64875,AT,No,No,Yes,Yes,No,https://www.garcia-enterprises-llc.com,487,Portfolio Company-Related,AT,EUR,LLC,Individual,Domestic,eCommerce,Europe,European Senior Loans,Draft
1088,Martin Enterprises Pvt Ltd,True,30-Jun,865764,76-8207638,321-85-7757,7582 Sunset St,Manama,,42329,IL,Yes,Yes,No,Yes,Yes,https://www.martin-enterprises-pvt-ltd.com,488,Fund-Related,IL,ILS,Private Company,Partnership,International,Finance,Middle East,US Private Debt,Pending Validation
1089,Lefevre Solutions Pvt Ltd,True,30-Sep,4768071,84-0763646,817-19-5860,8239 Cedar Ln,Bogotá,,89503,EC,Yes,No,Yes,Yes,Yes,https://www.lefevre-solutions-pvt-ltd.com,489,Fund-Related,EC,USD,Private Company,Corporation,International,Construction,South America,European Senior Loans,Pending Validation
1090,Kowalski Solutions SA,False,30-Sep,965772,58-9611889,487-54-6667,1193 Lake St,Tel Aviv,,73167,KW,No,Yes,No,Yes,No,https://www.kowalski-solutions-sa.com,490,Deal-Related,KW,KWD,SA,Private Company,Domestic,Software Development,Middle East,Global Convertibles,Pending Validation
1091,Kowalski Services SA,True,31-Dec,4690077,43-6630163,591-29-8637,7294 Willow Ave,Manama,,12890,QA,Yes,Yes,No,Yes,Yes,https://www.kowalski-services-sa.com,491,Deal-Related,QA,QAR,SA,Public Sector Undertaking,Domestic,eCommerce,Middle East,Global Credit,Active
1092,Rossi Partners SARL,True,30-Jun,4905662,33-4731917,121-49-2669,2912 Main Rd,Rio de Janeiro,,28811,AR,Yes,Yes,Yes,No,No,https://www.rossi-partners-sarl.com,492,Fund-Related,AR,ARS,SARL,Partnership,Domestic,Construction,South America,European Senior Loans,Active
1093,Costa Enterprises SARL,True,31-Dec,1629358,60-2483236,235-53-1352,7797 Spruce St,Tel Aviv,,62322,AE,Yes,Yes,No,Yes,No,https://www.costa-enterprises-sarl.com,493,Deal-Related,AE,AED,SARL,Public Sector Undertaking,International,Finance,Middle East,European Senior Loans,Pending Validation
1094,Lefevre Industries SA,False,30-Sep,1786746,59-9519273,783-32-4478,9231 Elm Way,Jeddah,,29750,QA,No,Yes,Yes,Yes,Yes,https://www.lefevre-industries-sa.com,494,Fund-Related,QA,QAR,SA,Partnership,International,Software Development,Middle East,US Private Debt,Draft
1095,Moreau Management LLC,True,30-Sep,1944347,51-6398370,216-59-4203,8852 Riverside St,Caracas,,59146,BR,Yes,No,Yes,Yes,Yes,https://www.moreau-management-llc.com,495,Portfolio Company-Related,BR,BRL,LLC,Organization,International,Construction,South America,Global Credit,Draft
1096,Müller Ventures SARL,False,31-Dec,1347604,87-3447207,481-28-1267,9847 Main Blvd,Manama,,37149,OM,No,Yes,No,No,Yes,https://www.mller-ventures-sarl.com,496,Fund-Related,OM,OMR,SARL,Public Sector Undertaking,International,Construction,Middle East,Global Convertibles,Active
1097,Kowalski Services Ltd,True,30-Jun,2015439,40-9053553,216-93-7839,9505 Lake Rd,Vancouver,,L4Q 6I0,CA,Yes,No,No,No,No,https://www.kowalski-services-ltd.com,497,Fund-Related,CA,CAD,Limited Company,Organization,International,Construction,North America,European Senior Loans,Pending Validation
1098,White International,False,31-Mar,2601554,69-2495122,820-29-0602,1302 Maple Ave,Guadalajara,,24113,MX,No,Yes,No,No,No,https://www.white-international.com,498,Deal-Related,MX,MXN,SARL,Public Sector Undertaking,Domestic,Healthcare,North America,Global Convertibles,Draft
1099,Costa Enterprises LLC,False,31-Dec,1474881,12-4762844,669-72-3845,6149 Walnut Blvd,Montevideo,,89576,VE,No,Yes,Yes,No,No,https://www.costa-enterprises-llc.com,499,Deal-Related,VE,VES,LLC,Partnership,International,Software Development,South America,US Private Debt,Active
1100,Taylor Solutions LLC,False,30-Jun,4043293,56-2370243,180-41-1262,205 Spruce Way,Buenos Aires,,33910,UY,No,No,No,Yes,No,https://www.taylor-solutions-llc.com,500,Portfolio Company-Related,UY,UYU,LLC,Organization,Domestic,Finance,South America,Global Convertibles,Draft
1101,Moreau Capital Pvt Ltd,False,31-Dec,4385503,20-2523078,107-53-9669,4225 Lake Pl,Ottawa,,X7N 0O4,CA,No,No,No,No,No,https://www.moreau-capital-pvt-ltd.com,501,Deal-Related,CA,CAD,Private Company,Individual,International,Construction,North America,Global Convertibles,Active
1102,Dubois Enterprises LLC,True,31-Dec,2653512,23-2938600,319-45-7200,6691 Sunset St,Muscat,,79922,BH,Yes,No,Yes,No,No,https://www.dubois-enterprises-llc.com,502,Portfolio Company-Related,BH,BHD,LLC,Private Company,Domestic,eCommerce,Middle East,European Senior Loans,Draft
1103,White Services Ltd,True,30-Sep,3128700,69-1978465,855-36-6793,6784 Maple Dr,Lima,,83454,VE,Yes,No,No,No,Yes,https://www.white-services-ltd.com,503,Deal-Related,VE,VES,Limited Company,Individual,Domestic,Software Development,South America,Global Convertibles,Draft
1104,Rossi Industries Pvt Ltd,False,31-Dec,1700456,46-2747945,845-64-6786,2287 Spruce Ave,Montreal,,G4P 8K1,CA,No,No,Yes,No,Yes,https://www.rossi-industries-pvt-ltd.com,504,Fund-Related,CA,CAD,Private Company,Private Company,Domestic,Healthcare,North America,European Senior Loans,Pending Validation
1105,Smith Enterprises LLC,False,30-Sep,1869660,90-0590477,677-79-1211,325 Center Way,Brussels,,99864,IT,No,No,No,No,Yes,https://www.smith-enterprises-llc.com,505,Fund-Related,IT,EUR,LLC,Public Sector Undertaking,International,Software Development,Europe,European Senior Loans,Pending Validation
1106,Smith Holdings,True,30-Jun,4352746,60-1482766,881-13-6328,2524 Broad Ave,Vienna,,37899,DE,Yes,No,Yes,No,Yes,https://www.smith-holdings.com,506,Deal-Related,DE,EUR,Limited Company,Public Sector Undertaking,Domestic,eCommerce,Europe,Global Convertibles,Draft
1107,Müller Enterprises SARL,False,31-Mar,3084747,56-4421758,541-57-5972,3846 Highland Pl,Lima,,20097,CO,No,No,Yes,Yes,No,https://www.mller-enterprises-sarl.com,507,Deal-Related,CO,COP,SARL,Partnership,International,Software Development,South America,US Private Debt,Active
1108,Smith Capital Ltd,False,30-Jun,4908678,95-4313296,525-30-6986,3344 Washington Dr,Madrid,,47850,BE,Yes,Yes,Yes,No,Yes,https://www.smith-capital-ltd.com,508,Portfolio Company-Related,BE,EUR,Limited Company,Public Sector Undertaking,Domestic,Healthcare,Europe,US Private Debt,Active
1109,Harris International Ltd,True,30-Sep,3707703,72-0334013,156-20-5143,9857 Riverside Ave,Manama,,57636,QA,Yes,Yes,No,No,Yes,https://www.harris-international-ltd.com,509,Portfolio Company-Related,QA,QAR,Limited Company,Corporation,Domestic,Construction,Middle East,US Private Debt,Active
1110,Müller Group LLC,False,31-Dec,1245241,20-9002063,650-88-2501,4547 Pine Ln,Abu Dhabi,,77017,AE,No,Yes,Yes,Yes,Yes,https://www.mller-group-llc.com,510,Deal-Related,AE,AED,LLC,Public Sector Undertaking,International,Construction,Middle East,Global Credit,Draft
1111,Lefevre Holdings SA,False,30-Jun,1893620,70-4506097,481-12-5535,4966 Riverside Ln,Quito,,99764,CL,No,No,Yes,Yes,No,https://www.lefevre-holdings-sa.com,511,Deal-Related,CL,CLP,SA,Individual,Domestic,eCommerce,South America,European Senior Loans,Draft
1112,Smith Advisors SA,True,31-Dec,3368717,61-8165848,410-89-5910,6472 Riverside Ave,Rome,,27709,IE,Yes,No,Yes,Yes,No,https://www.smith-advisors-sa.com,512,Deal-Related,IE,EUR,SA,Corporation,Domestic,Healthcare,Europe,US Private Debt,Active
1113,Rossi Services,False,30-Jun,992725,23-2206973,289-13-4372,9923 Spruce Rd,Ottawa,,H3V 0L1,CA,No,Yes,No,No,No,https://www.rossi-services.com,513,Fund-Related,CA,CAD,SARL,Private Company,Domestic,Finance,North America,European Senior Loans,Pending Validation
1114,Costa Advisors Ltd,True,31-Dec,4156030,69-8426008,393-45-7008,8530 Hill Ln,Mexico City,,50063,MX,Yes,Yes,Yes,Yes,Yes,https://www.costa-advisors-ltd.com,514,Fund-Related,MX,MXN,Limited Company,Organization,Domestic,Healthcare,North America,Global Credit,Pending Validation
1115,Kowalski International Pvt Ltd,False,30-Jun,4536416,22-0172703,800-26-9722,463 Cherry Ct,Rio de Janeiro,,75807,BR,Yes,No,Yes,No,Yes,https://www.kowalski-international-pvt-ltd.com,515,Fund-Related,BR,BRL,Private Company,Private Company,International,Finance,South America,European Senior Loans,Pending Validation
1116,Dubois Capital,False,30-Sep,3285958,68-0257489,839-28-6717,2530 Pine Ct,Brussels,,54375,ES,No,No,No,Yes,Yes,https://www.dubois-capital.com,516,Portfolio Company-Related,ES,EUR,SA,Individual,International,Healthcare,Europe,Global Convertibles,Pending Validation
1117,Moreau International Pvt Ltd,True,31-Mar,2230081,34-9761770,417-74-9182,4854 Walnut Pl,Buenos Aires,,62162,UY,No,No,Yes,No,No,https://www.moreau-international-pvt-ltd.com,517,Portfolio Company-Related,UY,UYU,Private Company,Public Sector Undertaking,Domestic,Software Development,South America,Global Credit,Active
1118,Lefevre Holdings LLC,True,30-Sep,1377973,25-7723303,519-69-2287,877 Cedar Ave,Madrid,,24773,SE,Yes,Yes,No,Yes,No,https://www.lefevre-holdings-llc.com,518,Fund-Related,SE,SEK,LLC,Partnership,Domestic,Software Development,Europe,US Private Debt,Active
1119,Martin Solutions LLC,False,31-Mar,4536840,15-3130445,512-39-6046,5570 Walnut Blvd,Brussels,,35122,PT,No,No,No,Yes,Yes,https://www.martin-solutions-llc.com,519,Deal-Related,PT,EUR,LLC,Public Sector Undertaking,Domestic,Construction,Europe,European Senior Loans,Draft
1120,Moreau International LLC,False,30-Sep,4900653,15-0162274,241-94-2793,5385 Park Ct,Doha,,22183,IL,No,No,No,No,No,https://www.moreau-international-llc.com,520,Fund-Related,IL,ILS,LLC,Private Company,Domestic,Healthcare,Middle East,European Senior Loans,Draft
1121,Costa International,True,30-Sep,2343055,31-1980707,310-56-2572,4787 Broad Pl,Quito,,23014,AR,Yes,No,No,Yes,Yes,https://www.costa-international.com,521,Portfolio Company-Related,AR,ARS,LLC,Individual,International,eCommerce,South America,US Private Debt,Active
1122,Schmidt Investments LLC,False,30-Jun,4630928,36-8688672,469-59-7695,7449 Maple St,Lima,,23529,UY,No,No,Yes,No,No,https://www.schmidt-investments-llc.com,522,Portfolio Company-Related,UY,UYU,LLC,Partnership,International,eCommerce,South America,US Private Debt,Draft
1123,Brown Investments LLC,False,31-Dec,4867808,66-0688736,778-74-3096,3448 Highland St,São Paulo,,30016,CL,Yes,No,No,Yes,No,https://www.brown-investments-llc.com,523,Fund-Related,CL,CLP,LLC,Organization,Domestic,eCommerce,South America,European Senior Loans,Active
1124,Thomas Enterprises LLC,False,31-Dec,4983729,73-1988307,329-36-3121,4362 Riverside Ct,San Antonio,FL,66532,US,Yes,No,Yes,Yes,No,https://www.thomas-enterprises-llc.com,524,Portfolio Company-Related,US,USD,LLC,Private Company,Domestic,eCommerce,North America,US Private Debt,Draft
1125,Kowalski Enterprises SARL,True,31-Dec,3354782,31-1256030,869-72-5253,3947 Highland Ln,São Paulo,,76444,UY,No,No,No,Yes,No,https://www.kowalski-enterprises-sarl.com,525,Portfolio Company-Related,UY,UYU,SARL,Partnership,International,Construction,South America,US Private Debt,Active
1126,Garcia Investments Pvt Ltd,True,31-Mar,2119915,78-0082902,804-16-4254,706 Cedar St,Doha,,19835,AE,No,Yes,Yes,No,Yes,https://www.garcia-investments-pvt-ltd.com,526,Fund-Related,AE,AED,Private Company,Organization,International,eCommerce,Middle East,US Private Debt,Active
1127,Jackson Industries Ltd,False,30-Sep,3472511,91-0088762,193-28-7727,9835 Market Ave,Abu Dhabi,,44483,KW,No,No,No,Yes,Yes,https://www.jackson-industries-ltd.com,527,Fund-Related,KW,KWD,Limited Company,Corporation,Domestic,Finance,Middle East,Global Credit,Pending Validation
1128,Schmidt Enterprises Pvt Ltd,False,31-Dec,4916008,25-6261294,624-83-0287,4253 Washington St,Rome,,51901,SE,No,No,No,No,Yes,https://www.schmidt-enterprises-pvt-ltd.com,528,Portfolio Company-Related,SE,SEK,Private Company,Individual,Domestic,eCommerce,Europe,US Private Debt,Active
1129,Taylor Partners,False,31-Mar,4419692,56-2332267,552-86-8570,5605 Washington Ln,Berlin,,25544,IE,Yes,Yes,Yes,No,Yes,https://www.taylor-partners.com,529,Deal-Related,IE,EUR,SARL,Corporation,Domestic,Software Development,Europe,Global Convertibles,Active
1130,Dubois Management SA,True,30-Sep,4426677,55-5962255,740-48-3869,8213 Sunset St,Brussels,,60747,IT,No,Yes,Yes,No,Yes,https://www.dubois-management-sa.com,530,Portfolio Company-Related,IT,EUR,SA,Private Company,International,Software Development,Europe,US Private Debt,Draft
1131,Taylor Capital SA,True,31-Dec,2590756,35-6736395,436-18-5198,5611 Willow Ct,Santiago,,72419,VE,Yes,Yes,No,Yes,No,https://www.taylor-capital-sa.com,531,Fund-Related,VE,VES,SA,Public Sector Undertaking,International,Healthcare,South America,US Private Debt,Draft
1132,Lefevre Industries Ltd,True,31-Dec,1760735,50-9228833,432-57-6755,7055 Highland Rd,Tel Aviv,,38039,IL,No,Yes,Yes,No,Yes,https://www.lefevre-industries-ltd.com,532,Portfolio Company-Related,IL,ILS,Limited Company,Individual,International,eCommerce,Middle East,European Senior Loans,Draft
1133,Johnson Ventures LLC,True,31-Dec,2893111,20-4637988,724-80-5145,1050 Broad Blvd,Brussels,,46194,PT,Yes,Yes,Yes,Yes,Yes,https://www.johnson-ventures-llc.com,533,Fund-Related,PT,EUR,LLC,Public Sector Undertaking,Domestic,Software Development,Europe,US Private Debt,Active
1134,Martin Group LLC,False,31-Mar,3072854,25-2207395,307-10-4146,201 Broad Ct,Muscat,,81237,IL,No,No,No,No,Yes,https://www.martin-group-llc.com,534,Portfolio Company-Related,IL,ILS,LLC,Public Sector Undertaking,International,Software Development,Middle East,US Private Debt,Pending Validation
1135,Kowalski International Ltd,False,30-Sep,1444400,29-2968018,234-20-6874,1957 Maple Ct,São Paulo,,51187,VE,No,Yes,No,Yes,No,https://www.kowalski-international-ltd.com,535,Portfolio Company-Related,VE,VES,Limited Company,Public Sector Undertaking,International,Software Development,South America,Global Credit,Draft
1136,Garcia Investments LLC,True,30-Jun,2431846,45-1801653,103-40-5054,7131 Spruce Way,Quito,,37969,AR,Yes,No,No,Yes,No,https://www.garcia-investments-llc.com,536,Deal-Related,AR,ARS,LLC,Partnership,Domestic,Construction,South America,European Senior Loans,Draft
1137,Martin Solutions SARL,True,31-Mar,2394577,59-4523800,264-71-3613,7179 Elm St,Amsterdam,,94570,SE,No,No,No,Yes,No,https://www.martin-solutions-sarl.com,537,Fund-Related,SE,SEK,SARL,Private Company,Domestic,Finance,Europe,US Private Debt,Active
1138,Kowalski Advisors Pvt Ltd,False,30-Sep,1868683,68-7187084,482-32-9056,9747 Washington Pl,Montevideo,,60012,EC,Yes,Yes,Yes,No,Yes,https://www.kowalski-advisors-pvt-ltd.com,538,Portfolio Company-Related,EC,USD,Private Company,Private Company,International,eCommerce,South America,Global Credit,Active
1139,Thomas International,True,30-Sep,3447235,13-2688301,434-59-4593,3611 Sunset Ct,Rio de Janeiro,,97225,CO,Yes,No,No,No,No,https://www.thomas-international.com,539,Portfolio Company-Related,CO,COP,Limited Company,Partnership,International,Healthcare,South America,Global Convertibles,Active
1140,Thomas Solutions Pvt Ltd,True,31-Mar,3673512,84-0016885,600-41-7742,1793 Maple St,Stockholm,,99135,ES,No,No,No,No,No,https://www.thomas-solutions-pvt-ltd.com,540,Deal-Related,ES,EUR,Private Company,Corporation,Domestic,Software Development,Europe,Global Credit,Active
1141,Costa Industries SARL,False,30-Sep,2401010,91-8821826,289-26-1057,995 Sunset St,Abu Dhabi,,61337,SA,No,Yes,No,No,Yes,https://www.costa-industries-sarl.com,541,Portfolio Company-Related,SA,SAR,SARL,Individual,Domestic,Finance,Middle East,Global Credit,Draft
1142,Brown Advisors,False,30-Sep,3579586,45-1879460,813-28-8131,2466 Lake Pl,Berlin,,48426,IT,No,Yes,No,Yes,Yes,https://www.brown-advisors.com,542,Portfolio Company-Related,IT,EUR,SARL,Corporation,Domestic,Construction,Europe,Global Convertibles,Draft
1143,Jackson Ventures Ltd,False,30-Sep,4000330,18-4123439,716-77-4715,9124 Washington Blvd,Prague,,51622,IT,Yes,No,No,Yes,Yes,https://www.jackson-ventures-ltd.com,543,Deal-Related,IT,EUR,Limited Company,Organization,Domestic,Construction,Europe,Global Credit,Pending Validation
1144,Johnson Advisors SA,True,31-Mar,3527681,53-4190365,652-25-4752,4902 Center Ln,Phoenix,IN,10292,US,Yes,No,No,Yes,No,https://www.johnson-advisors-sa.com,544,Portfolio Company-Related,US,USD,SA,Private Company,International,Software Development,North America,Global Convertibles,Pending Validation
1145,Martin Management SARL,True,31-Dec,843493,59-7962291,368-28-8690,7123 Oak Ln,Muscat,,60070,KW,No,No,No,No,Yes,https://www.martin-management-sarl.com,545,Fund-Related,KW,KWD,SARL,Public Sector Undertaking,Domestic,Healthcare,Middle East,Global Convertibles,Draft
1146,Moreau Advisors SA,True,31-Dec,2726351,95-9146750,403-49-4335,9709 Maple Blvd,Lima,,16263,VE,No,No,No,Yes,Yes,https://www.moreau-advisors-sa.com,546,Fund-Related,VE,VES,SA,Individual,International,Finance,South America,Global Credit,Active
1147,Brown Group Pvt Ltd,False,30-Jun,3074831,65-1611322,241-77-7240,5133 Cherry Dr,Quito,,56424,CO,Yes,No,Yes,Yes,No,https://www.brown-group-pvt-ltd.com,547,Fund-Related,CO,COP,Private Company,Private Company,International,Construction,South America,European Senior Loans,Active
1148,White International Ltd,False,31-Dec,1367689,14-2574265,795-67-6077,6096 Broad Ave,Buenos Aires,,79397,BR,Yes,Yes,No,No,Yes,https://www.white-international-ltd.com,548,Fund-Related,BR,BRL,Limited Company,Corporation,International,eCommerce,South America,US Private Debt,Active
1149,White Enterprises Ltd,False,31-Dec,3578894,32-1843416,830-41-2655,9929 Maple Ave,Lisbon,,27813,PT,No,No,No,No,No,https://www.white-enterprises-ltd.com,549,Fund-Related,PT,EUR,Limited Company,Partnership,International,Finance,Europe,European Senior Loans,Pending Validation
1150,Harris Management SARL,False,31-Dec,2976874,92-5027079,370-78-4079,5590 Sunset Pl,Prague,,50475,NL,No,No,No,Yes,Yes,https://www.harris-management-sarl.com,550,Fund-Related,NL,EUR,SARL,Individual,Domestic,Software Development,Europe,European Senior Loans,Active
1151,Schmidt International SARL,False,30-Sep,4839583,30-1100870,418-74-6609,2223 Cherry St,Riyadh,,35265,IL,No,Yes,No,No,No,https://www.schmidt-international-sarl.com,551,Deal-Related,IL,ILS,SARL,Organization,Domestic,Healthcare,Middle East,European Senior Loans,Active
1152,Dubois Advisors LLC,True,30-Jun,3205452,71-1153651,498-36-2128,3370 Riverside Way,Puebla,,30811,MX,No,No,Yes,Yes,Yes,https://www.dubois-advisors-llc.com,552,Portfolio Company-Related,MX,MXN,LLC,Partnership,International,Finance,North America,US Private Debt,Pending Validation
1153,Lefevre Holdings LLC,False,31-Dec,896685,11-9676438,145-94-1032,4602 Riverside Ct,Jeddah,,45033,SA,No,Yes,Yes,No,No,https://www.lefevre-holdings-llc.com,553,Portfolio Company-Related,SA,SAR,LLC,Public Sector Undertaking,International,Software Development,Middle East,US Private Debt,Pending Validation
1154,Harris Enterprises SARL,False,31-Mar,1489524,70-3292843,350-51-0750,5508 Park Ct,Amsterdam,,79794,NL,Yes,Yes,Yes,Yes,No,https://www.harris-enterprises-sarl.com,554,Fund-Related,NL,EUR,SARL,Private Company,Domestic,Construction,Europe,Global Credit,Pending Validation
1155,Garcia Advisors LLC,False,31-Dec,3026320,59-0184878,694-48-0558,7283 Maple Dr,Buenos Aires,,71329,EC,Yes,No,No,Yes,Yes,https://www.garcia-advisors-llc.com,555,Fund-Related,EC,USD,LLC,Public Sector Undertaking,International,Healthcare,South America,US Private Debt,Draft
1156,White Solutions LLC,False,31-Dec,2425299,76-8986747,109-99-4314,4068 Riverside Ave,Lisbon,,98302,NL,No,No,Yes,No,Yes,https://www.white-solutions-llc.com,556,Fund-Related,NL,EUR,LLC,Public Sector Undertaking,Domestic,Finance,Europe,US Private Debt,Draft
1157,Kowalski International Pvt Ltd,True,30-Jun,3246903,45-9891626,878-77-9777,4637 Cedar Rd,Brussels,,39816,IT,Yes,Yes,No,Yes,No,https://www.kowalski-international-pvt-ltd.com,557,Deal-Related,IT,EUR,Private Company,Corporation,International,Healthcare,Europe,US Private Debt,Draft
1158,Lefevre Solutions,True,30-Jun,4940300,35-7584644,340-60-3581,5014 Market Way,Buenos Aires,,59034,VE,No,No,Yes,Yes,No,https://www.lefevre-solutions.com,558,Portfolio Company-Related,VE,VES,Private Company,Individual,Domestic,Software Development,South America,Global Credit,Draft
1159,Jackson Partners,False,30-Sep,3523099,26-3543184,851-12-9661,8268 Washington Ave,Kuwait City,,95267,QA,Yes,Yes,Yes,Yes,Yes,https://www.jackson-partners.com,559,Fund-Related,QA,QAR,SARL,Private Company,International,Finance,Middle East,Global Credit,Pending Validation
1160,Anderson Capital LLC,True,30-Sep,2023082,55-5673350,183-62-5629,1140 Center Way,Caracas,,18146,AR,No,Yes,Yes,No,Yes,https://www.anderson-capital-llc.com,560,Fund-Related,AR,ARS,LLC,Partnership,International,Software Development,South America,Global Credit,Active
1161,Smith Management SA,False,30-Sep,1960857,98-6178852,750-79-1742,6859 Center St,Doha,,67185,OM,No,No,No,No,Yes,https://www.smith-management-sa.com,561,Portfolio Company-Related,OM,OMR,SA,Individual,International,Healthcare,Middle East,Global Credit,Active
1162,Thomas Group Ltd,True,30-Sep,1855843,47-3422567,145081463188987,9206 Hill Pl,Strasbourg,,41142,FR,No,No,Yes,Yes,No,https://www.thomas-group-ltd.com,562,Portfolio Company-Related,FR,EUR,Limited Company,Private Company,International,Healthcare,Europe,European Senior Loans,Draft
1163,Johnson Services Ltd,True,30-Jun,1667522,68-1028026,777-67-3696,2204 Maple Ave,Jeddah,,58056,SA,No,No,Yes,Yes,No,https://www.johnson-services-ltd.com,563,Fund-Related,SA,SAR,Limited Company,Partnership,International,Software Development,Middle East,Global Credit,Active
1164,Kowalski Services SARL,False,30-Jun,4748374,37-3665326,479-22-0599,4202 Oak Way,Madrid,,46754,IT,Yes,Yes,Yes,No,Yes,https://www.kowalski-services-sarl.com,564,Portfolio Company-Related,IT,EUR,SARL,Public Sector Undertaking,International,Software Development,Europe,Global Credit,Draft
1165,Taylor Services LLC,False,30-Sep,3749035,87-3332271,346-85-1497,3244 Center Rd,Riyadh,,63083,IL,Yes,Yes,No,No,No,https://www.taylor-services-llc.com,565,Fund-Related,IL,ILS,LLC,Corporation,Domestic,Healthcare,Middle East,European Senior Loans,Active
1166,White Partners SA,False,31-Mar,2261966,80-7899184,875-78-3578,4055 Willow Ave,Ottawa,,O8W 5C9,CA,No,No,Yes,Yes,No,https://www.white-partners-sa.com,566,Deal-Related,CA,CAD,SA,Partnership,Domestic,Finance,North America,US Private Debt,Active
1167,Schmidt Ventures LLC,True,30-Sep,3283067,32-6443851,873-63-1054,1015 Willow Ln,Abu Dhabi,,14904,AE,No,Yes,No,No,Yes,https://www.schmidt-ventures-llc.com,567,Deal-Related,AE,AED,LLC,Public Sector Undertaking,International,eCommerce,Middle East,Global Credit,Active
1168,Brown Partners LLC,True,30-Sep,4712156,86-2058301,209-28-4627,4293 Washington Ave,Rio de Janeiro,,74781,PE,No,Yes,No,Yes,Yes,https://www.brown-partners-llc.com,568,Deal-Related,PE,PEN,LLC,Private Company,International,Healthcare,South America,European Senior Loans,Active
1169,Taylor Enterprises Ltd,True,30-Sep,1090321,12-6361721,192-52-5778,9059 Pine St,Tel Aviv,,37585,BH,Yes,No,Yes,No,No,https://www.taylor-enterprises-ltd.com,569,Portfolio Company-Related,BH,BHD,Limited Company,Organization,Domestic,Software Development,Middle East,European Senior Loans,Pending Validation
1170,Anderson Group SA,False,30-Sep,2694659,74-3413440,245-57-8854,2756 Hill Pl,Manama,,82764,IL,Yes,Yes,Yes,No,No,https://www.anderson-group-sa.com,570,Deal-Related,IL,ILS,SA,Organization,Domestic,Construction,Middle East,Global Convertibles,Pending Validation
1171,Müller Investments Ltd,False,30-Jun,2825707,78-7473546,793-95-1431,8386 Main Rd,Dublin,,51649,SE,No,No,No,No,Yes,https://www.mller-investments-ltd.com,571,Portfolio Company-Related,SE,SEK,Limited Company,Individual,Domestic,eCommerce,Europe,European Senior Loans,Active
1172,Rossi Partners SARL,False,30-Sep,3828111,96-5170227,840-12-6487,4170 Oak Rd,Stockholm,,19572,AT,No,Yes,No,No,Yes,https://www.rossi-partners-sarl.com,572,Fund-Related,AT,EUR,SARL,Corporation,International,Healthcare,Europe,Global Credit,Active
